pickup_datetime,dropoff_datetime,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,trip_distance_km,passenger_count,surge_multiplier,fare_amount
14-03-2023 02:07,14-03-2023 02:50,40.56245971,-73.74455823,40.71142922,-74.18459769,51.57,4,2,89.39
18-03-2023 14:51,18-03-2023 15:10,40.84977193,-74.15532447,40.56245674,-73.83910219,47.43,1,1.5,79.1
03-04-2023 18:37,03-04-2023 19:14,40.86288062,-73.83071843,40.79719042,-73.85527504,7.78,2,1,16.17
04-02-2023 12:57,04-02-2023 13:32,40.68431696,-73.86562277,40.67597406,-73.89009502,2.87,3,2,8.33
19-01-2023 19:50,19-01-2023 20:05,40.58599364,-74.13915976,40.8111835,-73.89610243,36.78,1,1,64.31
28-05-2023 03:10,28-05-2023 03:24,40.78070263,-73.9608321,40.57649387,-73.75205997,32.42,3,1,55.61
05-03-2023 16:49,05-03-2023 17:12,40.86212724,-74.23271203,40.85949427,-73.97429421,28.69,1,1,52.07
19-01-2023 20:36,19-01-2023 21:30,40.5790443,-73.78842875,40.80482056,-74.21244751,53.32,1,1.5,89.86
30-03-2023 06:09,30-03-2023 06:44,40.82804075,-73.97295434,40.67509846,-73.75966737,29.13,4,1.5,53.32
25-05-2023 17:37,25-05-2023 17:46,40.76894548,-73.90871628,40.64135927,-73.72709498,24.64,4,1.5,43.77
05-06-2023 12:46,05-06-2023 12:53,40.68570009,-73.73530057,40.71798586,-73.90158568,18.8,1,1.5,34.91
27-06-2023 03:04,27-06-2023 03:32,40.6218713,-74.07610726,40.50725901,-73.99615807,15.51,3,2,30.8
07-01-2023 14:41,07-01-2023 15:14,40.55541704,-73.72499918,40.63208631,-73.79284699,11.36,1,1,20.87
13-05-2023 15:05,13-05-2023 15:38,40.66436682,-73.70296956,40.61974457,-74.17978251,53.16,2,1.5,92.31
19-06-2023 22:03,19-06-2023 22:34,40.56231214,-73.92270028,40.54065844,-73.99977659,8.89,4,1.5,18.01
31-03-2023 20:24,31-03-2023 20:31,40.51454157,-74.23704141,40.83563759,-73.88716346,52.71,4,1,90.28
24-03-2023 06:39,24-03-2023 06:59,40.85656945,-74.2044189,40.78823164,-74.04805897,18.94,2,1,35.58
05-03-2023 07:15,05-03-2023 07:59,40.87093645,-73.88489801,40.55216205,-73.84548512,35.65,1,1,63.85
08-03-2023 05:59,08-03-2023 06:13,40.88427225,-73.90228889,40.71117532,-73.90311133,19.21,1,1.5,36.77
26-06-2023 21:00,26-06-2023 21:38,40.87909727,-73.86036618,40.89985343,-73.78784553,8.37,1,1,18.3
20-03-2023 04:38,20-03-2023 04:51,40.89609336,-74.05307281,40.7621582,-74.1152961,16.39,4,1,29.01
14-01-2023 23:25,15-01-2023 00:01,40.63622537,-73.89091348,40.54879454,-73.91990335,10.22,4,2,22.85
11-05-2023 12:23,11-05-2023 13:12,40.72733195,-74.09998356,40.76583164,-73.93961702,18.31,4,1.5,33.25
08-05-2023 16:23,08-05-2023 16:37,40.75211638,-74.11437391,40.78373305,-73.82559281,32.25,4,1,55.82
19-04-2023 16:21,19-04-2023 16:56,40.73332213,-73.92106017,40.68910249,-73.71066696,23.86,3,1,42.62
24-01-2023 14:17,24-01-2023 14:54,40.79207432,-73.78303347,40.54955149,-73.86805227,28.53,1,1,50.69
21-05-2023 22:45,21-05-2023 23:33,40.86010717,-73.81554666,40.59137064,-74.09487774,43.03,1,2,72.1
11-06-2023 09:49,11-06-2023 10:09,40.71276663,-74.0613191,40.78507705,-74.13397547,11.38,2,1.5,21.88
12-03-2023 12:19,12-03-2023 13:09,40.64160184,-74.05524898,40.75660698,-73.88795513,22.53,2,1,39.71
03-06-2023 08:00,03-06-2023 08:10,40.56502634,-73.940343,40.65578865,-74.11064066,21.42,1,1,37.35
27-01-2023 23:02,27-01-2023 23:49,40.72567479,-73.77805215,40.7519788,-74.1235029,38.46,2,1,68.62
28-04-2023 19:08,28-04-2023 19:55,40.76969304,-73.81245903,40.71188084,-74.08323862,30.73,2,1,53.97
25-03-2023 22:39,25-03-2023 22:58,40.6679314,-74.08349582,40.875506,-74.19386503,26.1,2,1.5,44.52
02-03-2023 02:07,02-03-2023 03:01,40.74974631,-73.89674949,40.82963607,-74.23808253,38.91,4,1,66.88
13-03-2023 09:17,13-03-2023 10:04,40.69980218,-73.85462123,40.73632559,-73.95791621,12.16,2,2,25.12
05-05-2023 07:41,05-05-2023 07:53,40.70374509,-73.76160324,40.75639418,-74.13157776,41.48,4,1,68.97
21-01-2023 03:58,21-01-2023 04:52,40.75540925,-73.95962684,40.51281955,-74.24325384,41.43,3,2,73.52
24-06-2023 03:28,24-06-2023 03:53,40.61439153,-74.17679712,40.78953878,-74.05783436,23.5,1,1.5,42.49
04-06-2023 04:07,04-06-2023 04:13,40.86542216,-73.9802454,40.54541098,-73.91051656,36.35,2,1,64.97
26-04-2023 13:59,26-04-2023 14:16,40.8893953,-74.04801624,40.82337512,-73.85138173,23.02,4,2,42.57
26-03-2023 10:21,26-03-2023 10:32,40.5052841,-73.70355604,40.8905557,-73.77515638,43.5,3,1,74.24
27-03-2023 18:46,27-03-2023 19:35,40.83518669,-74.11383063,40.72475242,-73.71276782,46.17,2,1,80.37
01-06-2023 10:44,01-06-2023 11:44,40.85852402,-73.8215846,40.82201879,-74.12315046,33.72,4,2,59.39
24-06-2023 15:55,24-06-2023 16:37,40.70941652,-74.02516348,40.57160541,-73.8002687,29.28,1,2,51.48
11-06-2023 09:25,11-06-2023 09:32,40.86335987,-74.20760252,40.70820838,-73.92266696,36.01,2,1,62.98
13-04-2023 23:16,13-04-2023 23:32,40.81107013,-73.87824995,40.56076181,-74.15118311,41.11,4,1,68.8
22-02-2023 01:21,22-02-2023 02:15,40.80645351,-73.81250066,40.70621557,-73.86493636,12.56,4,1,26.91
20-04-2023 18:58,20-04-2023 19:54,40.6090612,-74.01369519,40.7801866,-74.18971738,27.25,2,2,48.38
08-04-2023 19:55,08-04-2023 20:14,40.52976027,-74.1043566,40.50830782,-74.14979841,5.58,2,1,12.12
14-05-2023 03:02,14-05-2023 03:18,40.77575198,-74.05326329,40.69843204,-73.80436172,28.93,1,2,49.98
02-01-2023 01:46,02-01-2023 02:46,40.53822394,-74.03829127,40.59462822,-74.03960892,6.26,4,1.5,15.74
19-01-2023 00:35,19-01-2023 00:55,40.72027357,-73.86642651,40.67581194,-73.8199079,7.14,3,1,18.23
05-05-2023 01:12,05-05-2023 01:45,40.88481655,-73.75178713,40.68239591,-73.70985921,22.95,1,1,43.45
18-04-2023 21:35,18-04-2023 22:28,40.5985991,-73.92443842,40.63774885,-73.90542436,4.83,1,1,11.09
26-01-2023 06:37,26-01-2023 06:54,40.6184369,-74.10697469,40.83516754,-74.1453283,24.43,1,1,46.04
13-03-2023 02:39,13-03-2023 02:51,40.53949205,-73.76025903,40.85861392,-73.81175972,35.88,1,1,62.83
12-02-2023 06:08,12-02-2023 06:36,40.8875319,-73.85052,40.65097779,-73.71663915,30.17,2,1,53.31
14-02-2023 12:15,14-02-2023 13:14,40.58743412,-74.24327731,40.89528746,-73.71411822,67.95,2,1,115.84
26-01-2023 20:53,26-01-2023 21:30,40.86912364,-73.83067814,40.51347095,-73.95094539,41.67,1,1.5,69.32
19-05-2023 22:18,19-05-2023 23:01,40.78328363,-73.82857748,40.56892988,-74.04838349,34.08,3,2,58.51
08-05-2023 17:59,08-05-2023 18:47,40.64767016,-74.08709457,40.80807317,-74.0700089,17.91,4,1,33.86
11-03-2023 15:47,11-03-2023 16:39,40.85730879,-73.77731735,40.81627913,-74.04415697,29.97,4,2,50.7
06-05-2023 06:28,06-05-2023 07:28,40.82798301,-73.91086214,40.70455111,-74.07280524,22.6,1,1.5,41.55
15-06-2023 06:06,15-06-2023 06:58,40.68482115,-73.7898819,40.72558188,-73.72492276,8.51,1,1.5,19.24
22-02-2023 23:32,23-02-2023 00:32,40.74946424,-73.9854153,40.66226469,-73.96176803,10.03,4,1.5,19.96
02-02-2023 21:31,02-02-2023 21:50,40.54948743,-73.91837032,40.60670913,-73.74692799,20.06,2,1,34.73
07-03-2023 14:34,07-03-2023 15:28,40.69842824,-73.95811842,40.80165798,-74.08767311,18.39,1,2,36.5
23-04-2023 15:44,23-04-2023 16:09,40.51842679,-73.87293159,40.69919646,-74.11345157,33.4,4,1.5,59.96
21-04-2023 08:18,21-04-2023 08:57,40.55341189,-73.71928489,40.70461153,-73.77653284,17.95,3,1,34.79
05-01-2023 10:29,05-01-2023 11:27,40.73779174,-74.0747432,40.51809258,-74.15513241,25.97,4,1,47.08
18-02-2023 22:28,18-02-2023 23:12,40.77877797,-74.08580427,40.74371259,-74.15860006,8.97,3,1,16.98
29-01-2023 13:52,29-01-2023 14:01,40.6941467,-73.96734766,40.73899973,-73.7703178,22.43,1,1,40.93
17-04-2023 16:58,17-04-2023 17:49,40.86388763,-74.03497541,40.52262754,-74.15438726,40.13,4,1,71.7
10-04-2023 05:40,10-04-2023 06:26,40.80170558,-73.79298489,40.66196876,-73.88221632,18.4,1,1.5,32.19
29-04-2023 00:59,29-04-2023 01:48,40.78607761,-73.78680212,40.822853,-73.99026191,22.95,3,1,40.65
04-04-2023 11:45,04-04-2023 12:00,40.66351273,-73.82528137,40.81480339,-73.81339699,16.84,4,1,32.95
03-02-2023 02:54,03-02-2023 03:44,40.81455931,-73.80214575,40.578659,-74.16117033,47.68,2,1.5,82.15
10-06-2023 06:56,10-06-2023 07:51,40.77826252,-73.91213317,40.56555914,-73.7139727,32.27,3,1,55.06
27-01-2023 14:31,27-01-2023 15:11,40.86979466,-74.24862754,40.69820208,-74.06737684,27.7,4,1,46.99
29-01-2023 16:02,29-01-2023 16:41,40.59011865,-74.04133569,40.64979056,-73.9301236,14.01,3,1,28.33
12-02-2023 12:24,12-02-2023 13:18,40.80235693,-74.01497356,40.72475916,-74.15007393,17.29,1,1.5,30.68
07-06-2023 01:10,07-06-2023 01:39,40.89217779,-73.75118349,40.78103511,-74.11276574,41.99,1,1.5,73.7
13-05-2023 23:16,14-05-2023 00:01,40.60771229,-74.0717568,40.86161051,-73.96499875,30.57,4,1,51.51
02-02-2023 00:30,02-02-2023 01:21,40.72226124,-74.22633473,40.86546073,-73.79915416,50.01,3,1,85.47
07-02-2023 06:43,07-02-2023 06:56,40.82164491,-73.75637458,40.71117517,-73.87965295,18.37,4,1,36.9
07-05-2023 00:07,07-05-2023 00:40,40.50463186,-73.76237088,40.52651462,-73.98623951,24.97,1,1,45.77
27-01-2023 21:59,27-01-2023 22:48,40.71890049,-74.14541093,40.86819287,-74.23072356,19.09,2,1,34.18
01-03-2023 12:53,01-03-2023 13:06,40.54355562,-74.09581535,40.57143511,-74.16537219,8.32,2,1.5,17.91
28-05-2023 21:46,28-05-2023 21:52,40.54523129,-74.089296,40.68100162,-73.88190194,27.51,2,1,49.75
17-03-2023 00:02,17-03-2023 00:26,40.67366135,-73.76392557,40.66121922,-74.06144989,33.05,3,1,55.69
30-01-2023 22:48,30-01-2023 23:32,40.55883792,-73.93195917,40.51939104,-74.08830613,17.9,2,1,34.62
17-04-2023 00:47,17-04-2023 00:58,40.56250752,-73.8300265,40.61756468,-73.94107097,13.76,2,1.5,28.2
19-03-2023 03:40,19-03-2023 04:19,40.78325297,-73.7407711,40.55837065,-74.02928405,40.6,4,1,69.85
30-01-2023 10:18,30-01-2023 11:11,40.79701386,-74.01982118,40.55797445,-73.99743894,26.65,3,1.5,49.65
04-03-2023 18:25,04-03-2023 19:21,40.5921763,-73.85379678,40.72075022,-73.83571586,14.41,3,1,27.44
05-01-2023 08:21,05-01-2023 09:07,40.62203483,-74.11603535,40.80954434,-74.17742606,21.9,4,2,39.37
02-05-2023 00:21,02-05-2023 00:38,40.51813832,-73.96685974,40.78558721,-74.13057162,34.81,3,2,61.58
04-06-2023 05:10,04-06-2023 05:52,40.63379985,-73.79591762,40.51285025,-73.89312873,17.22,3,1,32.64
18-06-2023 14:50,18-06-2023 15:25,40.55436789,-74.14780842,40.83534774,-73.98675924,35.95,4,2,62.9
08-02-2023 01:05,08-02-2023 01:31,40.53375246,-73.99276625,40.73785885,-74.17986706,30.73,3,1,55.31
26-06-2023 21:56,26-06-2023 22:47,40.62902173,-73.75239339,40.5715482,-73.71428135,7.65,4,1,19.02
24-01-2023 06:40,24-01-2023 06:58,40.7195787,-74.15878287,40.70400646,-74.19912732,4.8,4,2,10.74
23-05-2023 07:34,23-05-2023 07:59,40.7109005,-74.13965161,40.51473723,-73.99318006,27.17,3,1,46.44
03-01-2023 03:34,03-01-2023 03:43,40.85471215,-74.06400002,40.88120311,-74.02142581,5.57,3,2,16.01
17-01-2023 08:16,17-01-2023 09:04,40.87325864,-73.75946213,40.5717034,-73.9521206,39.72,4,1,66.22
29-03-2023 06:33,29-03-2023 07:01,40.84536333,-74.13703231,40.80736401,-73.87279103,29.63,1,1,50.88
19-05-2023 14:23,19-05-2023 15:05,40.86186532,-74.21373309,40.8887214,-73.80965957,44.95,2,1,79.27
07-05-2023 21:04,07-05-2023 21:10,40.55330321,-74.14940248,40.77698433,-73.7079175,54.94,3,1,90.66
08-02-2023 22:02,08-02-2023 22:26,40.72227274,-74.0346789,40.66441914,-74.18620628,18,3,2,32.95
17-02-2023 02:08,17-02-2023 02:20,40.73980019,-74.04027501,40.8080151,-73.83246902,24.28,1,1.5,43.44
19-02-2023 00:02,19-02-2023 00:41,40.82292815,-74.16367561,40.852204,-74.23942733,9.01,1,1,17.61
17-06-2023 01:30,17-06-2023 01:40,40.75092371,-73.93988673,40.80522497,-73.90301193,7.29,1,1.5,14.89
09-05-2023 23:25,10-05-2023 00:22,40.85201107,-74.11807081,40.72729834,-73.7273829,45.52,1,2,79.66
15-06-2023 10:37,15-06-2023 11:15,40.50043188,-74.01009434,40.66511969,-74.06070206,19.12,4,1.5,35.03
29-04-2023 13:31,29-04-2023 13:49,40.59328491,-73.91031974,40.74220326,-73.98061761,18.28,3,1,36.16
10-05-2023 23:19,10-05-2023 23:51,40.79510671,-73.88157296,40.72570398,-74.1930296,35.42,3,1,63.39
27-03-2023 17:08,27-03-2023 17:35,40.75861222,-74.22820036,40.78841767,-73.87142659,39.74,2,1,67.34
19-06-2023 19:45,19-06-2023 20:28,40.76735812,-73.89871585,40.60715641,-74.15657371,33.7,1,1.5,59.4
16-04-2023 22:27,16-04-2023 22:41,40.61062282,-73.77228673,40.8564665,-73.86342335,29.1,2,1,53.92
04-06-2023 20:29,04-06-2023 20:35,40.89492705,-74.07991732,40.6196508,-74.06706742,30.59,2,1,53.03
08-03-2023 04:41,08-03-2023 04:48,40.84215113,-73.76623883,40.53511208,-74.09198351,49.69,1,1.5,84.16
07-06-2023 01:08,07-06-2023 01:42,40.86545192,-73.92377971,40.76108873,-73.82817405,15.71,2,2,28.6
16-06-2023 23:58,17-06-2023 00:23,40.65413485,-73.92942278,40.66245583,-73.71557588,23.75,3,1,44.21
25-04-2023 21:16,25-04-2023 22:13,40.83860144,-73.97141857,40.67966058,-74.17007984,28.24,3,1.5,48.39
29-01-2023 05:43,29-01-2023 06:29,40.70851856,-73.85184623,40.76924909,-74.0802335,26.23,1,1.5,46.57
01-03-2023 17:56,01-03-2023 18:39,40.5070164,-74.02761749,40.61732429,-73.72150381,36.12,4,2,61.04
26-06-2023 16:35,26-06-2023 17:21,40.63409327,-73.78442479,40.65657715,-73.83922262,6.57,4,1,17.52
13-01-2023 17:29,13-01-2023 18:05,40.58033455,-73.85666854,40.64891091,-73.83390497,8.02,2,1,18.71
12-06-2023 10:18,12-06-2023 10:59,40.79920963,-73.81568025,40.69703942,-74.18745355,42.8,1,2,74.87
06-01-2023 04:17,06-01-2023 04:28,40.61983367,-74.17197904,40.63885584,-73.88340048,32.1,3,1,56.97
28-05-2023 01:33,28-05-2023 02:13,40.68616243,-73.86791306,40.50973873,-73.76905915,22.45,3,1,39.93
17-05-2023 19:58,17-05-2023 20:56,40.78913942,-73.9329142,40.74488147,-73.81107206,14.39,2,1,29.24
19-05-2023 10:45,19-05-2023 11:33,40.88390727,-74.08247805,40.62897343,-73.92924406,33.02,3,1.5,60.01
01-06-2023 15:22,01-06-2023 15:47,40.52017908,-73.84598942,40.74184437,-73.96483719,27.92,4,1,51.96
10-04-2023 09:38,10-04-2023 10:00,40.54220142,-74.14762371,40.58744646,-74.24333061,11.75,3,1.5,21.9
02-04-2023 00:01,02-04-2023 00:20,40.76685207,-73.98418883,40.59825185,-73.97067969,18.77,1,2,33.82
12-05-2023 22:38,12-05-2023 22:56,40.66023368,-74.01917203,40.79898956,-73.74817081,33.79,4,1,61.11
16-02-2023 04:05,16-02-2023 04:17,40.73605014,-74.03398801,40.74699859,-73.93291674,11.28,4,1,23.64
24-01-2023 15:12,24-01-2023 15:33,40.68727404,-73.80353495,40.77204859,-74.02508643,26.33,3,1.5,46.99
19-06-2023 05:52,19-06-2023 05:57,40.78343575,-73.95917232,40.72829185,-74.15527141,22.61,1,1,43.49
11-03-2023 13:22,11-03-2023 13:36,40.548395,-73.97195583,40.54997673,-73.73175772,26.66,1,1,49.53
10-01-2023 18:35,10-01-2023 18:59,40.74604459,-73.96030098,40.62706002,-74.22951152,32.67,3,1,59.71
16-04-2023 23:28,16-04-2023 23:37,40.71454564,-74.20761075,40.82503077,-73.83785651,42.84,3,1,74.05
22-05-2023 16:31,22-05-2023 16:57,40.65050609,-74.00045235,40.77770947,-73.92206764,16.59,1,1.5,31.76
14-02-2023 17:04,14-02-2023 17:46,40.85283755,-73.97474321,40.89393139,-74.07374111,11.9,3,1,22.71
24-04-2023 13:19,24-04-2023 13:58,40.78153168,-73.82868106,40.82765365,-73.78067577,7.39,4,1,14.42
09-05-2023 09:46,09-05-2023 10:13,40.63653273,-74.1540447,40.56868474,-74.03012143,15.68,3,1.5,31.66
24-06-2023 19:59,24-06-2023 20:31,40.8958003,-73.98226386,40.88795254,-74.05641848,8.28,2,1.5,20.36
24-01-2023 23:23,25-01-2023 00:10,40.77689854,-73.9974446,40.76022863,-73.79740328,22.28,2,2,38.42
02-01-2023 22:39,02-01-2023 23:35,40.79709145,-73.77940464,40.55663475,-74.22106586,55.82,4,2,95.26
04-01-2023 03:22,04-01-2023 03:34,40.61408262,-73.7568991,40.76532845,-73.75142262,16.8,1,1,32.24
25-02-2023 12:49,25-02-2023 13:40,40.89541441,-73.72701887,40.85686177,-74.03020789,33.92,3,1,58.67
10-05-2023 07:55,10-05-2023 08:41,40.56346077,-73.89912775,40.67588477,-73.84996432,13.62,1,2,24.3
20-01-2023 10:36,20-01-2023 11:28,40.50467501,-73.86554207,40.75419954,-73.77857421,29.33,1,2,52.46
09-05-2023 09:35,09-05-2023 09:55,40.66969084,-73.96590793,40.76860692,-74.07792259,16.59,3,1,33.61
07-01-2023 06:38,07-01-2023 07:05,40.59588562,-73.81689276,40.88558789,-73.70066539,34.65,2,1,62.6
14-04-2023 12:53,14-04-2023 13:40,40.714757,-73.81043546,40.50241068,-73.92305971,26.68,4,1.5,48.44
20-04-2023 08:02,20-04-2023 08:57,40.78371985,-73.84396124,40.51918624,-73.77877468,30.24,4,1.5,51.42
21-05-2023 13:25,21-05-2023 13:33,40.87818533,-74.23780782,40.6520406,-73.75388503,59.29,3,2,100.23
31-05-2023 18:49,31-05-2023 19:23,40.60444128,-74.01113295,40.5771251,-74.13925664,14.54,1,2,30.66
21-03-2023 04:45,21-03-2023 05:26,40.77290551,-73.76643694,40.89275972,-73.8083918,14.1,2,1,26.02
09-06-2023 07:52,09-06-2023 08:11,40.66370652,-74.06424032,40.55751369,-74.02727097,12.48,3,1,22.71
25-03-2023 06:32,25-03-2023 07:12,40.5155412,-73.72394128,40.5016788,-73.9937124,29.98,1,1,54.14
31-03-2023 05:31,31-03-2023 06:26,40.51146085,-73.77137274,40.50042621,-73.78929931,2.34,3,1,7.12
20-01-2023 00:08,20-01-2023 00:53,40.82909493,-73.93440922,40.88224909,-73.74651854,21.67,2,1,38.63
03-02-2023 12:25,03-02-2023 12:38,40.86232838,-74.00738508,40.89063428,-74.19178425,20.71,1,2,36.22
21-06-2023 11:56,21-06-2023 12:19,40.71525128,-74.03597006,40.69513645,-73.73574395,33.4,3,1.5,59.72
24-01-2023 15:01,24-01-2023 15:47,40.76720667,-73.76580762,40.69360701,-73.85768302,13.07,2,1,26.01
16-05-2023 08:43,16-05-2023 09:16,40.68676645,-73.93466978,40.55853144,-73.87417635,15.74,3,1,31.6
21-01-2023 03:15,21-01-2023 04:11,40.84336919,-74.24176177,40.55795872,-73.82711077,55.88,1,1,94.78
22-05-2023 03:09,22-05-2023 03:51,40.60151578,-73.90384863,40.61357589,-74.08797841,20.48,4,1,36.39
31-01-2023 17:56,31-01-2023 18:33,40.56337821,-74.07556297,40.51806067,-73.93353484,16.55,4,1.5,33.55
08-06-2023 05:10,08-06-2023 05:28,40.70899346,-74.11498713,40.71071875,-74.1214735,0.75,2,1,5.24
13-02-2023 20:55,13-02-2023 21:29,40.61845341,-73.84044815,40.52512507,-73.87810075,11.17,3,2,23.03
28-06-2023 09:21,28-06-2023 09:26,40.63729733,-74.10957789,40.51670471,-73.72354491,44.89,1,1.5,74.77
21-05-2023 05:07,21-05-2023 05:51,40.51402072,-73.83597283,40.56998785,-73.88186672,8.03,2,2,16.33
17-04-2023 19:32,17-04-2023 20:18,40.53774339,-73.71832221,40.78318506,-73.74951768,27.46,2,1,47.46
25-01-2023 14:01,25-01-2023 14:11,40.59401774,-73.98216553,40.83649017,-74.11825711,30.86,2,1.5,52.04
03-04-2023 12:43,03-04-2023 12:51,40.60432408,-73.74250591,40.75632551,-74.23790826,57.52,2,1.5,95.08
12-03-2023 00:00,12-03-2023 00:14,40.87985509,-74.1354011,40.54266173,-73.85120062,48.95,3,1.5,83.91
04-01-2023 23:10,04-01-2023 23:54,40.81646547,-73.96951442,40.6386013,-73.78933109,28.1,2,1,48.97
20-05-2023 14:11,20-05-2023 14:43,40.84849411,-73.75456466,40.86357143,-73.83543537,9.13,4,1.5,19.61
27-05-2023 18:31,27-05-2023 18:36,40.81293829,-73.76012678,40.62801724,-74.12233225,45.14,3,2,79.6
21-06-2023 02:09,21-06-2023 03:08,40.58079108,-73.70311843,40.59539418,-74.04128973,37.57,3,2,64.63
09-05-2023 18:48,09-05-2023 19:12,40.86782135,-73.77140333,40.83314765,-73.71051496,7.78,3,1,14.97
29-04-2023 14:05,29-04-2023 14:20,40.86112546,-74.1190532,40.54456222,-73.96524509,39.07,3,1,65.27
06-04-2023 06:13,06-04-2023 07:04,40.87333586,-74.02761816,40.69368071,-74.13816122,23.41,4,1,42.78
